model_1,True,1640,2.05585460582267,0.761876957532286
model_2,True,1646,1.98316960496658,0.805795810607213
model_3,False,140,3.84847438955363,1.15251133387918
model_4,True,1654,2.1752593015515,0.758509616092399
model_5,False,135,3.69306722719944,1.15224905511912
model_6,False,135,3.56687841920692,1.15221924929449
model_7,False,130,3.56988652433089,1.15223877043604
model_8,False,125,3.15309894691117,1.14718704563832
model_9,False,135,3.62985776387803,1.15222968179286
model_10,False,140,3.75814453922118,1.15231804702017
model_9,False,135,3.62859654799709,1.15223507296225
model_1,True,1640,2.06917996955451,0.840735264495025
model_2,False,125,3.27543055821724,1.15084222289765
model_3,False,130,3.32232549217815,1.15086088934374
model_4,False,125,3.15314241420305,1.15195654731458
model_5,False,130,3.4196347033105,1.1516007577662
model_6,False,125,3.32955728284281,1.15155966668077
model_7,False,1100,14.6007565287152,4.50777303474655
model_8,True,1646,2.14224441611842,0.779520318926665
model_9,True,1645,2.15822903283074,0.782671089120878
model_10,False,130,3.36195850288381,1.15143518053823
sudo -i,sudo -i,sudo -i,sudo -i,sudo -i
model_1,True,1646,2.1187163530013926,0.7945742020346356
model_2,False,135,3.5940189437336527,1.1522172088632712
model_3,True,1639,2.134195150536802,0.7761962804965579
model_1,False,125,3.202877609603463,1.1520788636984622
model_1,False,135,3.5696716439453127,1.1522454949799827
model_2,False,135,3.526580103346321,1.1523300618671406
model_3,False,135,3.5293580722532396,1.1657051765453117
model_4,True,1650,2.1178580422581104,0.7922139894680155
model_5,False,135,3.569026689071795,1.152232586966761
model_6,False,125,3.211987455292913,1.150376588682637
model_7,False,130,3.476623313302278,1.1522525278917595
model_8,True,1643,2.101657595088845,0.7994337220549123
model_9,False,140,3.800166721418313,1.1524406019631883
model_10,True,1639,2.0283910008350428,0.8537469788750575
